timestamp,program,ml_course,ir_course,stats_course,db_course,gender,used_chatgpt,birthday,room_estimate,stress_level,sports_hours,random_number,bedtime,good_day_1,good_day_2,est_age_days
04/01/2025 12:19,AI,-1.9595917942265422,-0.9212705877201983,0.516015687115336,0.624926031125843,female,0.2721655269759088,04/10/2001,-0.10128489666337383,-0.06482037242727598,0.03476106866746174,-0.06565321642986129,00:00:00,Good sleep,Friends,-0.18823798527980443
04/01/2025 12:19,AI,0.5103103630798286,1.085457425135679,0.516015687115336,0.624926031125843,female,0.2721655269759088,19/11/2002,-0.07973859384293779,-0.06482037242727598,-0.19665391094457288,-0.06565321642986129,00:00:00,Reading,F1,-0.2846090189999734
04/01/2025 12:19,AI,0.5103103630798286,-0.9212705877201983,0.516015687115336,,female,0.2721655269759088,05/05/2002,-0.08404785440702499,-0.06482037242727598,-0.023092676235546915,-0.06565321642986129,00:10:00,That I feel content and happy,Doing something ,-0.2381820976457314
04/01/2025 12:19,AI,0.5103103630798286,-0.9212705877201983,0.516015687115336,-1.6001893827313254,female,0.2721655269759088,,-0.06250155158658895,-0.06482037242262836,0.03476106866746174,-0.06565321642986129,00:10:00,"good, sunny weather",spending time with my friends,
04/01/2025 12:18,AI,-1.9595917942265422,-0.9212705877201983,0.516015687115336,0.624926031125843,female,0.2721655269759088,16/03/2002,-0.025872836791847667,-0.06482037242262836,0.03476106866746174,-0.06565321642986129,00:30:00,Good food,Sun ,-0.22645812760678138
04/01/2025 12:19,AI,0.5103103630798286,1.085457425135679,0.516015687115336,0.624926031125843,female,0.2721655269759088,07/10/2002,-0.03664598820206569,-0.06482037241720613,-0.2545076558475815,-0.06565321642986129,00:30:00,Seeing friends,No academic stress,-0.2745264047664764
04/01/2025 12:18,AI,0.5103103630798286,1.085457425135679,0.516015687115336,0.624926031125843,female,,,-0.03664598820206569,-0.06482037242107916,-0.08094642113855557,-0.06565321642986129,01:00:00,sun,more sun ,
04/01/2025 12:18,AI,0.5103103630798286,-0.9212705877201983,0.516015687115336,-1.6001893827313254,female,0.2721655269759088,,-0.07112007271476337,-0.06482037242417757,0.09261481357047038,-0.06565321642986129,01:00:00,Friends,Drinks,
04/01/2025 12:18,AI,0.5103103630798286,-0.9212705877201983,0.516015687115336,-1.6001893827313254,female,0.2721655269759088,,-0.05819229102250174,-0.06482037242495217,-0.08094642113855557,-0.06565321642986129,01:00:00,Sunshine,Nice food,
04/01/2025 12:19,AI,0.5103103630798286,-0.9212705877201983,0.516015687115336,0.624926031125843,female,0.2721655269759088,,-0.025872836791847667,-0.06482037242727598,-0.2545076558475815,-0.06565321642986129,01:00:00,Good Breakfast,Sunshine,
04/01/2025 12:19,AI,0.5103103630798286,-0.9212705877201983,0.516015687115336,0.624926031125843,female,0.2721655269759088,22/09/2003,-0.07327470299680697,-0.06482037242417757,-0.2545076558475815,-0.06565321642986129,01:00:00,Nice weather,Seeing my loved ones ,-0.3565941950391263
04/01/2025 12:17,AI,0.5103103630798286,-0.9212705877201983,0.516015687115336,0.624926031125843,female,0.2721655269759088,11/12/2001,-0.07973859384293779,-0.06482037242990964,0.15046855847347904,-0.06565321642986129,01:02:00,dance,company,-0.2041825845327764
04/01/2025 12:18,AI,0.5103103630798286,,0.516015687115336,-1.6001893827313254,female,0.2721655269759088,03/10/2001,-0.05819229102250174,-0.06482037242417757,0.15046855847347904,-0.06565321642986129,01:02:00,workout,sun,-0.18800350587902542
04/01/2025 12:19,AI,0.5103103630798286,1.085457425135679,0.516015687115336,0.624926031125843,female,0.2721655269759088,11/08/2002,-0.08986535616854273,-0.06482037242185376,-0.19665391094457288,-0.06565321642986129,01:03:00,Sun ,Laughter ,-0.26116107892207335
04/01/2025 12:18,AI,0.5103103630798286,-0.9212705877201983,0.516015687115336,0.624926031125843,female,0.2721655269759088,26/10/2001,-0.10128489666337383,-0.06482037242572677,-0.42806889055660746,-0.06565321642986129,01:30:00,My boyfriend,My friends ,-0.1933965320969424
04/01/2025 12:18,AI,-1.9595917942265422,-0.9212705877201983,0.516015687115336,0.624926031125843,female,0.2721655269759088,26/11/1998,-0.11205804807359185,-0.06482037242107916,-0.31236140075059016,-0.06565321642986129,02:00:00,Good meal,Sunny day,0.056324029732692404
04/01/2025 12:19,AI,0.5103103630798286,-0.9212705877201983,0.516015687115336,0.624926031125843,female,0.2721655269759088,,-0.04741913961228371,-0.06482037242650138,-0.31236140075059016,-0.06565321642986129,02:00:00,Sunshine,Food,
